,Unnamed: 0,clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
85,879,1,2873,0,0,1,0,0,0,0,0,0,0,1,0,0.44032855030312523,-0.05126300633125026,-0.6468355994858852,0.6565118347291955,0.6239837644850529,0.6349910819054682
86,53148,6,2623,0,0,0,0,1,0,0,0,0,0,1,0,-0.13043629351000843,0.09064751773893709,-0.1975221551503041,0.032690403991954955,0.06730370870649156,0.05997481494141255
87,48007,3,1919,0,0,1,0,0,1,0,0,0,0,0,0,-0.5743645053646679,0.3035133038442257,-0.6468355994858852,-0.49310194477229036,-0.5252911893803641,-0.47191523200033797
88,8258,3,4378,0,0,1,0,0,0,0,0,0,0,1,0,0.46146798896287095,1.6516632825110282,0.25179128918527705,0.496100609682476,0.44440955294358137,0.6781173019277721
89,49858,4,2171,0,0,1,0,0,0,1,0,0,0,0,0,-0.40524899608670245,-0.5479498405769186,-0.6468355994858852,-0.243573372477394,-0.2200150297598629,-0.28503494523702017
90,28504,7,673,0,0,1,0,0,0,0,0,1,0,0,0,-1.060571594538819,-0.33508405447163503,-1.0961490438214665,-1.3040698047307029,-1.2884815884316172,-1.3200642257723196
91,28109,SI1,663,0,0,1,0,0,1,0,0,0,0,0,0,-0.912595523920599,0.6582896140197017,-0.1975221551503041,-1.045629497710989,-1.010141560542337,-0.9606790589197852
92,5001,SI1,3742,0,0,0,1,0,1,0,0,0,0,0,0,0.16551584772643127,-2.108965605349015,-0.6468355994858852,0.5228358138569293,0.4893031058289491,0.23247969503062924
93,52243,1,2486,0,0,0,1,0,0,0,0,1,0,0,0,-0.024739100211279893,-0.8317708887172983,0.25179128918527705,0.273307241562033,0.2468779202479631,0.1606026616601226
94,9582,1,4627,0,0,1,0,0,0,0,0,1,0,0,0,0.6094440595810909,0.09064751773893709,-0.1975221551503041,0.7634526514270082,0.7496857125640826,0.7643697419723797
95,48932,5,2043,0,0,0,0,1,0,1,0,0,0,0,0,-0.5532250667049221,0.9421106621600813,1.1504181778564393,-0.5287488836715613,-0.5701847422657318,-0.4431644186521352
96,5296,3,3801,0,1,0,0,0,0,0,0,1,0,0,0,0.22893416370566838,1.580708020475937,0.7011047335208582,0.2911307110116689,0.3276863154416251,0.5056124218385554
97,15326,1,6152,0,1,0,0,0,1,0,0,0,0,0,0,1.1379300260747331,-1.9670550812788223,2.947671955198764,1.3427154085401596,1.2614722154572762,1.0087516554321043
98,26557,3,16240,0,0,1,0,0,0,0,1,0,0,0,0,1.7086948698878668,-1.115591936857678,-0.8714923216536758,1.6813613280832327,1.746322586619249,1.5262662956997533
99,5141,1,3763,0,0,0,0,1,0,1,0,0,0,0,0,0.44032855030312523,1.0130659241951776,-0.6468355994858852,0.611953161105107,0.5431753692913909,0.7068681152759742
100,13833,3,5638,0,0,0,0,1,0,0,0,0,1,0,0,0.46146798896287095,-0.7608156266822022,0.25179128918527705,0.6743353041788306,0.7137708702557883,0.5918648618831637
101,50967,1,2325,0,0,1,0,0,0,0,0,1,0,0,0,-0.17271517082949986,-0.8317708887172983,-0.1975221551503041,0.08616081234086093,0.13913339332308017,0.016848594919108704
102,51281,3,2360,0,0,0,0,1,0,0,0,0,0,1,0,-0.19385460948924557,-0.689860364647111,1.5997316221920204,0.005955199817501575,0.04036757697527063,-0.05502843845139793
103,12491,SI1,5255,1,0,0,0,0,0,0,1,0,0,0,0,0.48260742762261666,2.1483501167566965,0.7011047335208582,0.5495710180313828,0.4623669740977289,0.7787451486464821
104,53455,3,2676,0,0,1,0,0,0,0,1,0,0,0,0,-0.19385460948924557,0.3035133038442257,-1.0961490438214665,-0.047515208531404396,0.00445273466697632,0.016848594919108704
105,42531,6,1323,0,0,1,0,0,0,0,1,0,0,0,0,-0.8280377692816161,0.5163790899495092,-0.1975221551503041,-0.858483068489817,-0.8934183230403806,-0.8169249921787713
106,10518,6,4802,0,0,1,0,0,0,1,0,0,0,0,0,-0.17271517082949986,0.16160277977403328,-0.6468355994858852,-0.020780004356951015,0.013431445244050495,0.016848594919108704
107,16530,3,6604,0,0,1,0,0,0,0,0,1,0,0,0,0.5460257436018537,0.09064751773893709,-0.6468355994858852,0.7545409167021899,0.7227495808328617,0.7499943352982786
108,51082,SI1,2333,0,0,0,0,1,0,0,1,0,0,0,0,-0.15157573216975415,0.9421106621600813,-1.0961490438214665,0.032690403991954955,-0.013504686487170434,0.11747644163781812
109,45473,3,1676,0,0,1,0,0,0,1,0,0,0,0,0,-0.6166433826841593,0.3744685658793168,-0.1975221551503041,-0.5643958225708322,-0.6060995845740261,-0.5437922653708452
110,15267,SI1,6129,0,0,0,1,0,0,0,0,0,1,0,0,0.8631173234980389,-0.4060393165067262,-0.1975221551503041,1.0664516320708106,0.956196055836775,0.9512500287356987
111,6271,1,4013,0,0,0,1,0,0,0,1,0,0,0,0,0.5248863049421081,0.7292448760547928,1.1504181778564393,0.6208648958299245,0.597047632753832,0.6924927086018731
112,9105,SI1,4528,0,1,0,0,0,0,0,0,1,0,0,0,0.44032855030312523,-0.12221826836634646,2.0490450665276017,0.5852179569306537,0.6598986067933472,0.6062402685572654
113,35869,3,918,0,0,0,0,1,1,0,0,0,0,0,0,-0.8280377692816161,0.7292448760547928,-0.6468355994858852,-0.8941300073890879,-0.8664821913091596,-0.8025495855046696
114,6621,1,4083,0,0,0,0,1,0,0,0,0,0,1,0,0.6517229369005824,0.7292448760547928,-0.1975221551503041,0.7545409167021899,0.8215153971806712,0.8793729953651909
115,22240,1,10291,0,0,0,1,0,1,0,0,0,0,0,0,1.5395793606099013,-1.82514455720863,2.0490450665276017,1.6011557155598735,1.5667483750777775,1.296259788914131
116,28668,SI1,677,0,0,1,0,0,0,1,0,0,0,0,0,-0.8491772079413619,-0.8317708887172983,-0.1975221551503041,-0.858483068489817,-0.8305673490008654,-0.9175528388974807
117,32149,4,786,0,0,0,0,1,0,0,1,0,0,0,0,-0.8280377692816161,0.3035133038442257,-1.0961490438214665,-0.9208652115635413,-0.875460901886233,-0.8600512122010752
118,41759,7,1245,0,0,1,0,0,0,0,0,0,1,0,0,-0.7646194533023791,0.3035133038442257,-1.0961490438214665,-0.7782774559664577,-0.7587376643842767,-0.7306725521341629
119,53608,SI1,2702,0,0,1,0,0,0,0,1,0,0,0,0,-0.10929685485026273,0.5163790899495092,-0.6468355994858852,0.0772490776160434,0.04036757697527063,0.11747644163781812
120,36067,1,924,0,0,1,0,0,0,0,0,0,0,0,1,-0.5743645053646679,-0.12221826836634646,-1.0961490438214665,-0.49310194477229036,-0.4714189259179222,-0.48629063867443967
121,51464,0,2376,1,0,0,0,0,0,0,0,0,0,1,0,0.8631173234980389,2.36121590286198,-1.0961490438214665,0.83474652922555,0.7856005548723769,1.1237549088249141
122,50882,3,2316,0,0,0,0,1,0,0,0,0,0,1,0,-0.19385460948924557,-1.1865471988927743,-0.1975221551503041,0.06833734289122587,0.09423984043771248,-0.05502843845139793
123,51280,SI1,2359,1,0,0,0,0,0,0,0,1,0,0,0,-0.024739100211279893,2.006439592686504,-0.6468355994858852,0.13071948596495014,0.06730370870649156,0.33310754174933865
124,52430,6,2513,0,0,0,1,0,0,0,0,0,0,1,0,-0.19385460948924557,-0.4060393165067262,0.7011047335208582,-0.056426943256221926,-0.02248339706424381,-0.08377925179960072
125,13910,3,5662,0,0,1,0,0,0,0,1,0,0,0,0,0.46146798896287095,-0.5479498405769186,-0.6468355994858852,0.647600100004378,0.6150050539079795,0.5918648618831637
126,38711,SI1,1042,0,0,0,0,1,0,1,0,0,0,0,0,-0.701201137323142,-0.26412879243653886,2.0490450665276017,-0.7069835781679158,-0.6869079797676881,-0.716297145460062
127,26797,1,16656,0,0,0,1,0,0,0,0,0,1,0,0,3.0616189441115917,-0.26412879243653886,-0.1975221551503041,2.4210353102431035,2.3658536164373247,2.331289069449431
128,42613,3,505,0,0,0,1,0,0,0,0,0,0,1,0,-0.912595523920599,0.6582896140197017,0.7011047335208582,-1.045629497710989,-1.0191202711194103,-0.9606790589197852
129,2133,1,3123,0,0,0,0,1,0,0,0,1,0,0,0,0.22893416370566838,1.7226185445461295,-0.6468355994858852,0.2911307110116689,0.354622447172846,0.5343632351867581
130,16656,SI1,6659,0,0,0,1,0,0,0,1,0,0,0,0,0.8842567621577847,-1.2575024609278704,1.1504181778564393,1.111010305694899,1.0729192933387313,0.9081238087133943
131,22830,6,10861,0,0,1,0,0,0,0,1,0,0,0,0,0.6517229369005824,0.6582896140197017,-0.1975221551503041,0.7634526514270082,0.8215153971806712,0.8793729953651909
132,29349,3,698,0,0,1,0,0,0,0,0,1,0,0,0,-1.0182927172193275,-0.26412879243653886,-0.6468355994858852,-1.206040722757708,-1.234609324969176,-1.2338117857277113
133,6332,4,4030,0,0,1,0,0,0,0,1,0,0,0,0,0.08095809308744842,0.16160277977403328,-0.1975221551503041,0.273307241562033,0.22892049909381554,0.27560591505293375
134,4008,1,3519,0,0,0,0,1,0,0,1,0,0,0,0,0.22893416370566838,-0.26412879243653886,-0.1975221551503041,0.44263020133357,0.4713456846748023,0.419359981793947
135,23847,5,11927,0,0,1,0,0,0,0,1,0,0,0,0,0.9265356394772761,0.09064751773893709,-1.0961490438214665,1.0753633667956282,1.0549618721845837,1.0662532821285087
136,11659,SI1,5055,0,0,0,1,0,0,0,0,0,1,0,0,0.5883046209213452,0.3035133038442257,-0.1975221551503041,0.7634526514270082,0.6868347385245681,0.7643697419723797
137,26794,SI1,16650,0,1,0,0,0,0,0,0,0,1,0,0,2.5542724162776946,1.2968869723355574,0.25179128918527705,2.002183778176671,1.934875508737794,2.1587841893602144
138,38402,6,1024,0,0,1,0,0,0,0,0,0,1,0,0,-0.9337349625803447,0.3744685658793168,-1.0961490438214665,-1.0367177629861715,-1.0819712451589254,-1.0181806856161908
139,7691,SI1,4276,0,0,0,0,1,0,0,0,0,1,0,0,0.6517229369005824,0.8711554001249852,0.25179128918527705,0.7278057125277373,0.7856005548723769,0.8649975886910898
140,37858,3,1003,0,0,0,1,0,0,1,0,0,0,0,0,-0.7434800146426335,-0.9736814127874908,0.25179128918527705,-0.7515422517920043,-0.7048654009218357,-0.8169249921787713
141,23716,5,633,0,0,0,0,1,0,0,1,0,0,0,0,-1.1451293491778016,-1.1865471988927743,-0.1975221551503041,-1.4377458256029692,-1.423162247087721,-1.5213199192097386
142,43216,SI1,1397,0,0,1,0,0,0,0,0,0,1,0,0,-0.46866731206593953,0.019692255703840894,-0.1975221551503041,-0.3505141891752067,-0.31878084610767166,-0.3281611652593247
143,19088,6,7861,0,1,0,0,0,0,0,0,1,0,0,0,0.48260742762261666,1.2968869723355574,0.25179128918527705,0.5852179569306537,0.6150050539079795,0.7643697419723797
144,12203,1,5191,0,0,0,0,1,0,0,0,0,0,1,0,0.9265356394772761,0.5873343519846054,0.7011047335208582,0.9505990806481803,1.0280257404533637,1.0662532821285087
145,12576,SI1,5280,0,0,0,0,1,0,0,0,1,0,0,0,0.715141252879819,-0.6189051026120148,1.1504181778564393,0.8525699986751851,0.9382386346826275,0.8074959619946842
146,35029,SI1,882,0,1,0,0,0,0,1,0,0,0,0,0,-0.8280377692816161,1.3678422343706536,-0.1975221551503041,-0.911953476838723,-0.9472905865028216,-0.7881741788305685
147,5682,1,3886,0,1,0,0,0,0,0,1,0,0,0,0,0.46146798896287095,0.6582896140197017,1.5997316221920204,0.5050123444072944,0.597047632753832,0.6349910819054682
148,48826,SI1,2028,0,1,0,0,0,0,0,0,0,0,1,0,-0.19385460948924557,-2.5346971775595817,1.5997316221920204,0.0772490776160434,0.11219726159185923,-0.19878250519241183
149,15283,3,6133,0,0,1,0,0,0,0,0,0,1,0,0,0.44032855030312523,-0.4060393165067262,1.1504181778564393,0.611953161105107,0.6598986067933472,0.5774894552090626
150,17109,4,6822,0,1,0,0,0,0,1,0,0,0,0,0,0.44032855030312523,-0.8317708887172983,2.498358510863183,0.5050123444072944,0.6329624750621263,0.4624862018162515
151,26052,3,15253,0,0,0,1,0,0,0,1,0,0,0,0,1.5184399219501554,-1.8960998192437262,1.1504181778564393,1.610067450284691,1.5577696645007042,1.2818843822400299
